學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
080401,國立仁愛高農,25,26,0,0,8,12,18,272,182,82,53
080403,國立埔里高工,64,37,7,1,11,16,39,949,246,247,71
080404,國立南投高商,32,68,2,1,5,17,43,481,657,122,235
080406,國立草屯商工,61,76,4,4,14,18,55,789,789,227,283
080410,國立水里商工,33,43,0,0,11,12,36,609,460,179,157
081409,私立同德家商,44,59,12,13,9,18,61,1214,1090,367,361
090401,國立虎尾農工,57,45,0,0,19,11,43,1016,348,298,125
090402,國立西螺農工,65,63,0,0,16,13,49,1243,431,408,140
090403,國立斗六家商,28,50,6,9,2,20,33,364,772,95,256
090404,國立北港農工,52,30,0,0,9,14,31,819,159,273,36
090413,國立土庫商工,41,42,0,0,6,17,31,388,654,137,252
091410,私立大成商工,78,45,3,2,31,27,76,1778,913,642,364
091414,私立大德工商,29,19,1,1,3,8,29,480,265,115,114
100402,國立民雄農工,69,38,1,0,9,20,39,1028,177,278,34
101405,私立協志工商,69,44,22,24,10,15,89,1822,1360,500,415
101406,私立萬能工商,42,27,0,0,12,11,40,1217,673,312,236
101407,私立弘德工商,10,2,2,0,1,3,9,107,75,42,26
110401,國立新化高工,52,49,0,0,12,15,39,1079,211,318,92
110403,國立白河商工,35,37,0,0,6,16,27,420,145,112,44
110404,國立北門農工,74,66,0,0,16,21,55,1184,491,375,165
110405,國立曾文家商,27,47,6,4,5,12,30,203,763,72,273
110406,國立新營高工,78,36,14,2,15,16,46,1111,323,316,101
110407,國立玉井工商,41,35,7,0,10,12,32,542,270,148,84
110409,國立臺南高工,135,79,23,6,25,24,86,2427,350,782,102
110410,國立曾文農工,68,70,5,4,15,21,53,1061,456,317,146
111419,私立陽明工商,22,12,0,0,5,9,28,475,213,125,63
111427,私立育德工家,35,30,5,2,4,7,33,567,535,169,200
120401,國立旗山農工,55,46,0,0,16,14,39,896,280,218,94
120402,國立岡山農工,90,68,5,10,14,24,68,1438,512,519,178
120409,國立鳳山商工,72,74,0,0,13,22,77,1092,1265,303,435
121405,私立中山工商,155,210,6,2,17,43,185,6192,3712,1637,1110
121410,私立旗美商工,6,2,2,2,2,1,9,131,46,46,22
121413,私立高英工商,51,41,0,0,11,22,68,1622,684,539,201
121415,私立華德工家,21,14,3,0,1,3,30,391,209,106,70
121417,私立高苑工商,46,45,25,15,11,19,70,1480,562,461,262
130401,國立內埔農工,54,42,0,0,15,12,37,671,307,175,103
130403,國立屏東高工,101,73,0,0,18,17,70,1621,345,525,101
130404,國立佳冬高農,39,62,0,0,10,17,44,737,502,213,152
130410,國立東港海事,44,48,7,6,12,15,39,851,457,276,121
130417,國立恆春工商,41,51,0,0,6,14,38,534,396,121,123
131409,私立民生家商,16,32,18,13,4,14,39,674,657,215,305
131416,私立華洲工家,6,5,8,12,6,7,11,133,56,56,28
131418,私立日新工商,6,11,3,6,1,9,22,292,129,80,46
140404,國立關山工商,29,27,0,0,8,12,21,211,108,39,29
140405,國立臺東高商,36,65,0,0,5,14,39,347,649,95,207
140408,國立成功商水,19,16,0,1,4,11,12,153,68,44,30
141406,私立公東高工,34,34,4,4,10,19,37,873,424,214,186
150401,國立花蓮高農,43,47,0,0,10,15,35,431,390,108,86
150404,國立花蓮高工,93,54,0,0,16,18,53,1158,225,357,64
150405,國立花蓮高商,28,56,0,0,4,15,37,371,732,135,219
150411,國立光復商工,21,22,0,0,8,8,17,148,131,54,40
151410,花蓮縣上騰工商,17,14,3,2,3,7,26,255,162,108,61
160401,國立澎湖海事水產,58,51,0,0,15,19,45,777,423,204,128
170403,國立基隆海事,57,60,0,0,14,16,48,911,437,194,117
170404,國立基隆商工,68,84,11,2,8,20,66,965,911,323,358
171405,私立光隆家商,16,22,0,0,3,4,37,378,724,99,202
171407,私立培德工家,5,10,2,3,4,6,15,238,105,85,47
180403,國立新竹高商,24,79,6,11,5,16,48,613,1200,181,365
180404,國立新竹高工,69,68,9,11,8,23,51,1301,397,400,132
190406,國立興大附農,51,109,0,0,14,19,84,1254,1287,436,434
191412,財團法人光華高工,40,29,12,6,10,15,41,1245,214,510,72
193404,市立臺中家商,53,117,0,0,8,19,85,623,1924,114,570
193407,市立臺中高工,155,102,6,1,26,31,114,3248,507,929,154
200401,國立華南高商,38,70,0,0,5,16,42,543,913,190,291
200405,國立嘉義高工,151,70,0,0,22,22,96,2253,704,686,230
200406,國立嘉義高商,42,69,6,6,1,20,44,493,1037,143,359
200407,國立嘉義家職,17,80,0,0,6,14,42,211,1082,0,338
201408,私立東吳工家,52,66,7,21,10,17,86,1579,2019,475,540
210408,國立臺南高商,52,98,0,0,6,16,66,634,1376,185,497
210416,國立臺南海事,44,34,15,8,13,10,34,823,339,246,104
211407,私立南英商工,36,45,43,27,9,24,61,1478,624,602,281
211412,私立亞洲餐旅,17,20,7,4,4,6,28,656,515,217,175
211419,私立慈幼工商,40,22,17,7,14,12,38,1253,265,419,108
311401,私立育達家商,52,118,84,95,1,18,142,2899,3928,766,1123
323401,市立松山家商,38,112,3,4,2,17,61,633,1267,206,546
323402,市立松山工農,106,90,6,9,14,26,67,1970,456,565,152
331402,私立東方工商,6,21,4,5,6,7,18,172,234,57,107
331403,私立喬治工商,12,13,4,2,5,5,19,155,333,43,102
331404,私立開平餐飲,35,39,0,0,2,10,32,828,500,279,181
333401,市立大安高工,143,123,17,8,23,29,101,2978,495,859,126
341402,私立稻江護家,13,59,8,22,6,21,42,0,1605,0,584
351402,私立開南商工,30,31,27,18,9,15,43,1180,241,372,101
361401,私立稻江高商,24,37,19,11,7,15,36,576,692,163,263
383401,市立木柵高工,92,76,9,1,21,19,57,1625,326,478,92
393401,市立南港高工,106,92,0,0,29,24,69,1937,298,685,84
403401,市立內湖高工,93,48,0,0,20,17,58,1632,304,450,96
411401,私立華岡藝校,15,19,47,82,1,2,18,186,648,66,192
413401,市立士林高商,65,135,0,0,8,18,85,875,1714,227,618
421404,私立惇敘工商,31,15,6,2,8,4,30,824,52,265,23
521401,私立中華藝校,27,29,33,51,10,16,32,397,776,123,294
533401,市立海青工商,85,84,2,1,18,18,64,1125,1087,366,358
533402,市立三民家商,40,104,3,2,1,21,56,578,1408,152,483
551402,私立樹德家商,62,145,36,64,8,30,149,1980,4059,662,1381
553401,市立高雄高工,138,92,8,9,19,20,92,2750,400,794,140
563401,市立高雄高商,41,105,6,16,5,15,64,579,1533,165,533
581401,私立國際商工,3,5,7,2,2,2,6,84,39,72,22
581402,私立三信家商,37,81,27,35,5,19,102,1474,1839,453,717
593401,市立中正高工,108,74,4,2,12,25,78,2136,318,646,119
610405,國立高餐大附屬餐旅中學,10,31,0,0,3,3,9,71,168,0,0
611401,私立高鳳工家,8,3,4,3,0,6,14,123,70,25,14
710401,國立金門農工,53,29,0,0,18,13,40,675,429,140,113
351B09,私立南華高中進修學校,8,18,12,11,4,10,33,537,492,245,207
361B09,私立志仁中學進修學校,6,11,24,31,1,7,42,830,751,301,275
011C71,私立光華高商進修學校,3,10,6,8,2,5,15,299,221,111,98
210C01,國立成功大學附設高工進修學校,21,14,10,7,3,5,24,192,55,53,22
063F01,市立臺中啟明學校,0,0,0,0,0,0,0,0,0,7,6
070F01,國立和美實驗學校,0,0,0,0,0,0,12,180,239,41,87
543F01,市立楠梓特殊學校,0,0,0,0,0,0,4,0,26,0,0
030G92,國立桃園農工進校分校,0,1,2,0,0,0,7,153,0,1,0
031G91,私立宏德高商進修學校,0,0,0,0,0,0,3,79,0,26,0
070G92,國立二林工商進校分校,0,0,7,8,0,0,3,29,0,12,0
074G91,縣立田中高中附設進修部學校,0,0,3,5,0,0,8,132,84,0,1
111G91,私立樹德高中進修學校,0,0,13,1,0,0,3,83,0,25,0
151G91,私立正德高中進修學校,0,0,24,4,0,0,3,71,0,28,0
