學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
071413,私立大慶商工,24,21,17,13,8,25,54,1092,518,498,276
071414,私立達德商工,66,98,28,28,11,23,109,2683,1965,1156,844
080401,國立仁愛高農,22,28,0,0,6,9,18,208,139,85,55
080403,國立埔里高工,62,43,7,1,10,17,39,841,219,247,85
080404,國立南投高商,31,68,3,2,5,18,40,422,591,134,230
080406,國立草屯商工,62,73,4,3,14,19,53,736,733,254,277
080410,國立水里商工,32,43,0,0,11,13,36,571,434,189,139
081409,私立同德家商,38,53,14,14,7,21,52,1056,890,385,399
090401,國立虎尾農工,57,46,0,0,17,13,43,979,328,295,113
090402,國立西螺農工,67,63,0,0,16,15,48,1236,397,376,158
090403,國立斗六家商,29,49,6,7,3,20,33,344,743,90,258
090404,國立北港農工,50,32,0,0,9,15,31,812,147,265,52
090413,國立土庫商工,40,43,0,0,6,15,31,388,618,109,211
091410,私立大成商工,52,30,4,4,7,10,58,1311,704,683,373
091414,私立大德工商,27,16,1,1,2,6,28,405,213,163,104
100402,國立民雄農工,68,38,3,0,9,20,39,977,169,314,59
101405,私立協志工商,67,41,22,23,10,16,83,1583,1150,578,475
101406,私立萬能工商,42,30,0,0,8,10,37,1106,631,420,215
101407,私立弘德工商,5,2,1,0,1,2,7,44,34,29,22
110401,國立新化高工,54,47,0,0,12,15,39,1050,197,317,72
110403,國立白河商工,38,35,2,3,7,16,29,363,136,137,50
110404,國立北門農工,74,65,0,0,17,18,54,1159,478,348,157
110405,國立曾文家商,27,48,4,7,5,13,30,215,740,56,247
110406,國立新營高工,77,39,13,2,15,16,46,1094,304,315,106
110407,國立玉井工商,40,35,2,0,12,10,30,463,218,177,100
110409,國立臺南高工,139,74,14,8,25,24,85,2317,333,753,102
110410,國立曾文農工,62,70,7,4,16,21,52,900,379,341,167
111419,私立陽明工商,23,10,0,0,5,8,27,421,188,151,70
111427,私立育德工家,24,23,0,0,5,7,30,435,422,180,178
120401,國立旗山農工,52,49,0,0,16,15,39,896,271,272,78
120402,國立岡山農工,91,69,4,8,14,25,66,1400,457,443,166
120409,國立鳳山商工,72,74,0,0,13,22,77,1070,1189,268,393
121405,私立中山工商,154,206,11,2,17,43,187,5969,3536,1985,1235
121410,私立旗美商工,6,2,3,2,1,1,9,110,52,30,15
121413,私立高英工商,51,39,0,0,7,24,66,1404,624,557,237
121415,私立華德工家,17,11,3,0,5,3,28,331,212,130,61
121417,私立高苑工商,41,37,28,20,10,18,69,1360,501,398,174
130401,國立內埔農工,56,41,0,0,15,14,34,615,263,167,110
130403,國立屏東高工,103,71,0,0,21,16,70,1587,289,481,122
130404,國立佳冬高農,43,57,0,0,11,16,44,646,470,205,151
130410,國立東港海事,41,52,7,6,14,14,39,843,444,235,158
130417,國立恆春工商,40,50,0,0,8,14,36,496,362,122,129
131409,私立民生家商,20,29,7,10,2,13,37,604,519,205,237
131416,私立華洲工家,5,4,8,10,6,6,10,97,33,52,22
131418,私立日新工商,8,10,2,4,2,9,19,247,141,107,45
140404,國立關山工商,29,27,0,0,8,11,21,203,114,39,28
140405,國立臺東高商,36,63,0,0,5,15,37,365,649,98,199
140408,國立成功商水,19,15,0,1,4,9,12,146,54,40,29
141406,私立公東高工,33,28,5,4,14,19,34,748,368,251,115
150401,國立花蓮高農,43,47,0,0,13,15,35,428,348,107,114
150404,國立花蓮高工,88,53,0,0,18,19,50,1083,173,320,82
150405,國立花蓮高商,31,59,0,0,4,17,37,367,715,121,229
150411,國立光復商工,23,20,0,0,8,8,16,139,99,45,44
151410,花蓮縣上騰工商,15,14,3,2,5,5,26,283,190,64,40
160401,國立澎湖海事水產,58,51,0,0,15,17,44,767,404,195,103
170403,國立基隆海事,55,62,0,0,14,13,48,899,396,204,139
170404,國立基隆商工,67,87,8,2,10,21,66,1017,902,268,298
171405,私立光隆家商,12,18,0,0,3,4,34,294,533,131,286
171407,私立培德工家,9,13,3,3,3,5,13,140,81,101,46
180403,國立新竹高商,23,80,5,10,5,17,48,590,1117,187,385
180404,國立新竹高工,65,69,10,13,10,21,51,1294,383,402,113
190406,國立興大附農,48,113,0,0,14,19,81,1179,1243,401,401
191412,財團法人光華高工,30,20,9,9,5,12,31,814,114,553,116
193404,市立臺中家商,51,124,0,1,7,19,82,595,1822,146,620
193407,市立臺中高工,158,102,5,3,29,32,115,3295,494,937,172
200401,國立華南高商,38,71,0,0,5,16,42,525,914,180,305
200405,國立嘉義高工,150,72,0,0,22,23,96,2225,703,687,234
200406,國立嘉義高商,40,71,6,6,1,20,44,482,996,138,369
200407,國立嘉義家職,18,80,0,0,5,15,42,219,1031,74,339
201408,私立東吳工家,52,68,10,11,13,13,86,1449,1876,502,647
210408,國立臺南高商,51,98,0,0,4,16,65,634,1363,183,457
210416,國立臺南海事,45,37,13,9,11,11,34,802,304,232,107
211407,私立南英商工,34,47,20,9,8,23,50,1080,420,583,274
211412,私立亞洲餐旅,16,19,7,4,3,6,26,550,466,227,173
211419,私立慈幼工商,38,22,15,4,13,12,34,983,209,496,114
311401,私立育達家商,51,111,65,74,1,17,122,2438,3301,818,1370
323401,市立松山家商,39,105,4,2,6,19,57,634,1164,213,461
323402,市立松山工農,110,88,6,7,16,29,67,1929,459,497,128
331402,私立東方工商,6,17,9,11,5,7,17,128,190,58,85
331403,私立喬治工商,10,10,2,6,7,5,19,135,297,27,100
331404,私立開平餐飲,39,34,0,1,2,9,32,700,445,234,141
333401,市立大安高工,147,120,22,10,24,27,101,2878,468,916,149
341402,私立稻江護家,13,55,3,18,6,20,36,0,1354,0,585
351402,私立開南商工,28,29,0,0,10,14,40,962,213,441,80
361401,私立稻江高商,17,25,0,0,5,11,30,461,570,188,253
383401,市立木柵高工,89,79,7,1,22,20,57,1567,324,449,88
393401,市立南港高工,106,91,0,0,36,25,69,1936,303,559,98
403401,市立內湖高工,89,62,0,0,13,23,58,1634,303,469,86
411401,私立華岡藝校,13,18,49,73,1,2,18,179,621,60,203
413401,市立士林高商,65,138,0,0,12,17,84,854,1630,212,524
421404,私立惇敘工商,28,15,5,2,8,4,25,657,43,275,20
521401,私立中華藝校,28,33,30,46,10,12,31,358,684,132,282
533401,市立海青工商,86,83,2,2,18,17,64,1055,1005,319,346
533402,市立三民家商,45,101,0,0,1,21,55,516,1331,164,451
551402,私立樹德家商,56,133,30,60,10,29,150,1706,3655,722,1412
553401,市立高雄高工,136,93,11,8,19,21,90,2542,408,879,125
563401,市立高雄高商,45,105,1,3,5,15,61,540,1438,162,518
581401,私立國際商工,1,3,10,2,1,2,6,79,58,26,6
581402,私立三信家商,33,67,32,35,4,12,98,1374,1573,464,640
593401,市立中正高工,107,75,5,2,12,28,77,2024,309,591,97
610405,國立高餐大附屬餐旅中學,10,31,0,0,4,4,9,74,169,21,56
611401,私立高鳳工家,9,5,3,1,2,6,11,112,75,39,19
710401,國立金門農工,51,32,0,0,16,14,39,671,428,163,122
351B09,私立南華高中進修學校,8,16,0,0,3,11,25,428,411,226,200
361B09,私立志仁中學進修學校,7,11,26,33,1,6,42,774,750,317,279
011C71,私立光華高商進修學校,5,8,3,10,1,4,15,253,230,96,73
210C01,國立成功大學附設高工進修學校,21,15,13,4,3,5,24,197,62,60,17
070F01,國立和美實驗學校,0,0,0,0,0,0,12,177,221,58,85
543F01,市立楠梓特殊學校,0,0,0,0,0,0,4,0,18,0,0
030G92,國立桃園農工進校分校,0,0,5,3,0,0,10,188,0,2,0
031G91,私立宏德高商進修學校,0,0,17,5,0,0,3,92,0,27,0
070G92,國立二林工商進校分校,0,0,7,8,0,0,3,33,0,5,0
074G91,縣立田中高中附設進修部學校,0,0,3,5,0,0,7,87,52,2,1
111G91,私立樹德高中進修學校,0,0,13,1,0,0,3,87,0,26,0
151G91,私立正德高中進修學校,0,0,27,2,0,0,3,71,0,24,0
