學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
080410,國立水里商工,33,43,7,5,9,14,36,618,484,166,163
081409,私立同德家商,46,66,22,19,9,19,67,1346,1253,464,405
090401,國立虎尾農工,58,43,0,0,18,12,43,1045,382,294,116
090402,國立西螺農工,67,61,12,4,17,14,50,1300,466,489,150
090403,國立斗六家商,33,44,14,25,3,20,33,365,828,131,287
090404,國立北港農工,49,34,0,0,8,15,30,841,141,286,36
090413,國立土庫商工,42,47,7,1,6,17,33,418,703,157,230
091410,私立大成商工,90,55,7,11,18,20,88,2224,1244,717,420
091414,私立大德工商,37,20,4,6,4,7,32,545,389,207,139
100402,國立民雄農工,70,38,1,0,9,20,39,1012,152,372,69
101405,私立協志工商,78,49,30,30,12,15,89,1962,1466,633,495
101406,私立萬能工商,48,28,15,8,17,12,49,1332,728,463,336
101407,私立弘德工商,14,3,6,1,1,3,10,128,78,40,20
110401,國立新化高工,50,45,14,5,12,15,39,1092,266,319,125
110403,國立白河商工,37,40,6,2,7,15,27,421,150,140,56
110404,國立北門農工,75,65,13,17,15,18,57,1246,560,393,218
110405,國立曾文家商,24,51,8,11,6,10,31,215,833,91,300
110406,國立新營高工,74,39,3,4,14,17,46,1115,335,333,65
110407,國立玉井工商,43,35,6,3,12,10,32,630,309,215,129
110409,國立臺南高工,144,77,67,21,26,23,88,2604,335,812,103
110410,國立曾文農工,72,66,11,4,17,20,54,1156,538,377,166
111416,私立天仁工商,0,0,0,0,0,0,0,0,0,79,68
111419,私立陽明工商,25,11,20,8,5,8,25,526,251,174,128
111427,私立育德工家,39,35,10,9,4,14,38,693,614,235,234
120401,國立旗山農工,59,47,0,0,17,15,39,961,286,310,130
120402,國立岡山農工,89,70,48,24,15,23,70,1669,607,487,233
120409,國立鳳山商工,76,87,4,8,13,21,77,1104,1416,315,549
121405,私立中山工商,150,197,15,14,20,42,179,5967,3536,1900,1246
121410,私立旗美商工,6,4,6,4,2,2,12,167,78,80,47
121413,私立高英工商,56,48,26,12,11,22,74,1836,741,712,311
121415,私立華德工家,30,14,4,3,3,2,34,509,271,176,116
121417,私立高苑工商,50,47,44,25,11,25,73,1678,775,596,331
130401,國立內埔農工,58,42,1,2,12,11,37,771,400,246,133
130403,國立屏東高工,98,76,20,10,20,18,70,1758,333,549,125
130404,國立佳冬高農,36,65,14,12,11,14,45,846,554,263,216
130410,國立東港海事,42,50,0,0,11,18,39,895,476,269,160
130417,國立恆春工商,41,52,8,16,7,13,39,554,481,152,122
131409,私立民生家商,16,35,31,52,2,16,51,870,981,301,299
131416,私立華洲工家,7,10,18,12,8,10,19,255,120,74,84
131418,私立日新工商,15,15,18,19,1,11,27,402,195,195,93
140404,國立關山工商,29,27,0,0,8,13,19,183,111,60,52
140405,國立臺東高商,37,64,11,10,5,14,42,444,722,140,224
140408,國立成功商水,16,18,0,0,4,7,12,175,100,63,38
141406,私立公東高工,28,24,11,9,8,20,41,980,573,240,166
150401,國立花蓮高農,44,47,0,0,10,15,35,472,413,166,154
150404,國立花蓮高工,98,53,12,9,17,21,56,1387,254,392,67
150405,國立花蓮高商,33,59,13,11,4,17,39,463,759,115,272
150411,國立光復商工,24,20,2,3,6,11,16,187,149,54,40
151410,花蓮縣上騰工商,18,25,1,11,8,9,37,392,233,184,82
160401,國立澎湖海事水產,60,50,9,2,14,20,46,847,472,228,194
170403,國立基隆海事,57,61,2,5,9,20,48,885,527,237,268
170404,國立基隆商工,71,88,7,16,10,21,68,1056,1115,349,405
171405,私立光隆家商,17,22,19,17,3,5,32,344,700,130,199
171407,私立培德工家,19,17,4,2,3,5,24,459,227,108,105
180403,國立新竹高商,23,79,19,24,4,16,48,613,1212,171,423
180404,國立新竹高工,72,60,12,4,7,20,51,1354,418,405,184
190404,國立臺中家商,51,116,12,10,8,18,82,479,2077,106,870
190406,國立興大附農,52,107,34,47,16,21,83,1408,1372,472,462
190407,國立臺中高工,163,96,76,27,28,31,110,3270,518,1072,169
191412,財團法人光華高工,52,33,13,20,11,15,54,1855,285,624,118
200401,國立華南高商,35,73,1,1,4,17,42,552,976,184,355
200405,國立嘉義高工,154,70,17,10,22,24,97,2354,714,734,240
200406,國立嘉義高商,42,70,5,10,1,20,45,465,1133,195,391
200407,國立嘉義家職,18,79,1,10,6,14,42,90,1141,0,442
201408,私立東吳工家,58,70,22,28,19,17,82,1644,1889,545,634
201411,私立大同高商,0,0,0,0,0,0,0,0,0,53,30
210408,國立臺南高商,50,100,8,15,6,15,66,565,1567,203,520
210416,國立臺南海事,46,29,12,9,13,8,33,830,329,259,89
211407,私立南英商工,40,50,52,41,11,18,69,1826,821,673,320
211412,私立亞洲餐旅,20,22,12,12,4,6,29,701,553,253,177
211419,私立慈幼工商,44,24,27,12,13,13,45,1477,336,415,97
311401,私立育達家商,50,124,74,89,2,18,141,2890,3842,864,1191
321402,私立協和工商,0,0,0,0,0,0,0,0,0,534,174
323401,市立松山家商,50,113,11,6,4,20,76,790,1741,236,620
323402,市立松山工農,115,97,14,10,16,28,75,2174,501,626,141
331402,私立東方工商,10,26,4,6,1,4,23,267,411,94,251
331403,私立喬治工商,13,19,12,18,5,8,23,205,432,85,169
331404,私立開平餐飲,19,29,0,0,2,11,36,958,510,283,158
333401,市立大安高工,154,113,15,9,23,31,101,3107,502,1000,162
341402,私立稻江護家,16,59,12,26,6,16,47,0,1866,0,709
351402,私立開南商工,40,40,33,14,9,14,51,1444,324,458,124
361401,私立稻江高商,31,52,33,18,5,15,46,728,929,251,372
383401,市立木柵高工,97,75,2,2,18,22,57,1740,315,456,95
393401,市立南港高工,126,95,18,4,31,23,83,2409,309,800,110
403401,市立內湖高工,85,66,0,0,12,20,58,1744,296,580,63
411401,私立華岡藝校,10,21,63,92,0,5,18,215,619,54,200
413401,市立士林高商,69,142,4,8,7,20,90,931,2162,253,660
421404,私立惇敘工商,37,22,6,3,8,5,34,925,94,288,50
521401,私立中華藝校,22,27,31,52,4,13,32,386,850,149,285
533401,市立海青工商,90,83,3,5,15,17,69,1213,1183,355,437
533402,市立三民家商,44,100,4,4,1,22,57,538,1549,172,519
551402,私立樹德家商,63,155,67,100,6,33,154,2314,4502,871,1668
553401,市立高雄高工,148,87,9,7,18,20,91,2897,460,863,142
563401,市立高雄高商,43,109,10,16,3,17,70,641,1703,205,577
581401,私立國際商工,12,10,12,6,2,5,13,212,59,116,39
581402,私立三信家商,42,106,71,92,9,22,127,2029,2516,764,987
593401,市立中正高工,112,70,2,4,11,26,75,2194,393,594,133
610405,國立高餐大附屬餐旅中學,5,23,2,8,0,0,3,26,58,0,0
611401,私立高鳳工家,12,6,6,2,2,7,14,150,89,83,40
710401,國立金門農工,59,26,15,1,16,17,41,635,439,194,147
351B09,私立南華高中進修學校,8,20,7,11,5,7,30,509,500,241,181
361B09,私立志仁中學進修學校,9,11,24,32,1,7,42,859,738,342,287
011C71,私立光華高商進修學校,5,12,10,9,4,4,17,393,309,143,126
020C01,國立宜蘭大學附設農工職業進修學校,0,0,0,0,0,0,0,0,0,25,11
190C01,國立臺中科技大學附設高商進修學校,0,0,0,0,0,0,0,0,0,31,45
210C01,國立成功大學附設高工進修學校,18,16,14,12,3,5,26,236,78,80,29
350C01,國立臺北商業大學附設高商進修學校,2,2,0,3,0,2,2,21,50,42,68
060F01,國立臺中啟明學校,0,0,0,0,0,0,2,16,17,9,10
070F01,國立和美實驗學校,0,0,0,0,0,0,12,167,249,61,83
543F01,市立楠梓特殊學校,0,0,0,0,0,0,3,0,42,0,2
030G92,國立桃園農工進校分校,0,0,2,0,0,0,4,145,0,0,0
031G91,私立宏德高商進修學校,0,0,11,5,0,0,3,91,0,27,0
070G91,國立員林高中進校分校,0,0,5,4,0,0,5,169,37,0,0
070G92,國立二林工商進校分校,0,0,5,12,0,0,3,48,0,15,0
111G91,私立樹德高中進修學校,0,0,14,1,0,0,3,91,0,0,0
151G91,私立正德高中進修學校,0,0,36,2,0,0,3,82,0,24,0
